model_name,epoch,train_loss,train_exact_acc,train_label_acc,val_loss,val_exact_acc,val_label_acc
fc_tiny,1,0.643565007673644,0.36787564766839376,0.694300518134715,0.5520539639926538,0.4390243909707883,0.7398373775365876
fc_small,1,0.6519215477562939,0.38860103626943004,0.7081174340890479,0.433031521919297,0.6341463429171864,0.8373983633227464
cnn_tiny,1,0.7958139496146088,0.0051813471502590676,0.4058721917898544,0.8162576730658369,0.268292685107487,0.7560975638831534
cnn_stride,1,0.8041512728355091,0.0,0.4749568222100253,0.8319127835878511,0.19512195140123367,0.5934959562813363
cnn_small,1,0.7651356245569615,0.18134715025906736,0.5993091488749253,0.7907805355583749,0.268292685107487,0.7560975638831534
