epoch,train_loss,val_loss,val_acc,model
6,1.2591920276808608,1.2587570302029873,0.4765957446808511,cnn_gap
7,1.2540785182803489,1.2490131631810615,0.48936170212765956,cnn_gap
8,1.2446150221676993,1.238898103795153,0.48936170212765956,cnn_gap
9,1.234590027791193,1.2336991274610478,0.42127659574468085,cnn_gap
10,1.2240459973260571,1.2159656347112453,0.48723404255319147,cnn_gap
11,1.2131193127137063,1.2082001726678078,0.43829787234042555,cnn_gap
12,1.2009216001993537,1.1978821632709908,0.4425531914893617,cnn_gap
13,1.1892946386742607,1.1800569620538266,0.46382978723404256,cnn_gap
14,1.1725969838603887,1.1569239306957164,0.4723404255319149,cnn_gap
15,1.1631655101712428,1.143830245352806,0.4829787234042553,cnn_gap
16,1.1546085408476532,1.1284848020431844,0.48723404255319147,cnn_gap
17,1.1387581823084958,1.1753308694413367,0.4574468085106383,cnn_gap
18,1.144501716495646,1.110527359932027,0.5553191489361702,cnn_gap
19,1.1257164552853045,1.098881706024738,0.5319148936170213,cnn_gap
20,1.118320192940393,1.0923396247498534,0.548936170212766,cnn_gap
1,1.251386960419873,1.204615838476952,0.49148936170212765,cnn_skip_pool
2,1.1793395070937016,1.1462818153361056,0.48936170212765956,cnn_skip_pool
3,1.1346193768432375,1.1063059454268598,0.4978723404255319,cnn_skip_pool
4,1.1114018002856334,1.0631812600379293,0.5361702127659574,cnn_skip_pool
5,1.0651728540170389,1.0081298820515896,0.5276595744680851,cnn_skip_pool
6,1.0398290245621293,0.9787726024363903,0.6063829787234043,cnn_skip_pool
7,1.0057316440195478,0.9433459616721944,0.6276595744680851,cnn_skip_pool
8,0.9747914803628858,0.9983496977927837,0.5361702127659574,cnn_skip_pool
9,0.9456967320236641,0.926947638582676,0.6063829787234043,cnn_skip_pool
10,0.9218416769141201,0.9136752034755463,0.6063829787234043,cnn_skip_pool
11,0.893429826951852,0.8725338639097011,0.6617021276595745,cnn_skip_pool
12,0.8585203837537737,0.8991924080442875,0.6382978723404256,cnn_skip_pool
13,0.8324055653235083,0.8046999188179665,0.6936170212765957,cnn_skip_pool
14,0.7999900082204294,0.8137447821333054,0.674468085106383,cnn_skip_pool
15,0.7783568614022834,0.762794745222051,0.6914893617021277,cnn_skip_pool
16,0.7496422718855273,0.7891421553936411,0.6872340425531915,cnn_skip_pool
17,0.7273439083522062,0.7267155099422373,0.7340425531914894,cnn_skip_pool
18,0.7087567189134969,0.7583348233649071,0.7191489361702128,cnn_skip_pool
19,0.7248674502282991,0.7547235818619423,0.6936170212765957,cnn_skip_pool
20,0.688186962422126,0.746034985146624,0.7021276595744681,cnn_skip_pool
