epoch,accuracy,auc,distillation_loss,hard_loss,loss,precision,recall,val_accuracy,val_auc,val_distillation_loss,val_hard_loss,val_loss,val_precision,val_recall,learning_rate
1,0.6169354915618896,0.6398427486419678,0.6666103601455688,0.6956361532211304,2.026432991027832,0.6851211190223694,0.6666666865348816,0.6028037667274475,0.6089208126068115,0.0,0.6871241331100464,0.6871241331100464,0.6080402135848999,0.9453125,0.000699999975040555
2,0.6542338728904724,0.708453893661499,0.644143283367157,0.6409010887145996,1.934914231300354,0.7311233878135681,0.6683501601219177,0.6355140209197998,0.6691951155662537,0.0,0.680986762046814,0.680986762046814,0.77173912525177,0.5546875,0.000699999975040555
3,0.649193525314331,0.7003684639930725,0.6326377391815186,0.6536520719528198,1.9186373949050903,0.7329545617103577,0.6515151262283325,0.4719626307487488,0.6639716625213623,0.0,0.6809894442558289,0.6809894442558289,0.7027027010917664,0.203125,0.000699999975040555
4,0.6663306355476379,0.7409924268722534,0.6232171654701233,0.5813010334968567,1.8432234525680542,0.7890110015869141,0.6043770909309387,0.5093457698822021,0.6742823123931885,0.0,0.6746727824211121,0.6746727824211121,0.7555555701255798,0.265625,0.000699999975040555
5,0.6572580933570862,0.7399306893348694,0.6128687858581543,0.5886942148208618,1.8255369663238525,0.7702127695083618,0.6094276309013367,0.3971962630748749,0.6663789749145508,0.0,0.6926513910293579,0.6926513910293579,0.3333333432674408,0.0078125,0.000699999975040555
6,0.6622983813285828,0.7571041584014893,0.6149316430091858,0.5696840882301331,1.8159750699996948,0.8261964917182922,0.5521885752677917,0.420560747385025,0.6398982405662537,0.0,0.6950035691261292,0.6950035691261292,0.6428571343421936,0.0703125,0.000699999975040555
7,0.6824596524238586,0.7630556225776672,0.602164089679718,0.5527167320251465,1.7745853662490845,0.8266978859901428,0.5942760705947876,0.6495327353477478,0.6528887748718262,0.0,0.6753986477851868,0.6753986477851868,0.6549707651138306,0.875,0.000699999975040555
8,0.7006048560142517,0.7869482040405273,0.5966533422470093,0.550700306892395,1.7607390880584717,0.803680956363678,0.6616161465644836,0.4065420627593994,0.6200944185256958,0.0,0.783929705619812,0.783929705619812,1.0,0.0078125,0.000699999975040555
9,0.7056451439857483,0.7823185920715332,0.5990990400314331,0.5451704859733582,1.7621443271636963,0.819915235042572,0.6515151262283325,0.4953271150588989,0.6348110437393188,0.0,0.709321141242981,0.709321141242981,0.7631579041481018,0.2265625,0.0003499999875202775
10,0.6965726017951965,0.7931957840919495,0.5931284427642822,0.5216490030288696,1.7310885190963745,0.8292135000228882,0.6212121248245239,0.5747663378715515,0.6790969967842102,0.0,0.6527103185653687,0.6527103185653687,0.7078651785850525,0.4921875,0.0003499999875202775
11,0.7106854915618896,0.797074556350708,0.5908523201942444,0.5184535980224609,1.7235890626907349,0.8191268444061279,0.6632996797561646,0.5607476830482483,0.6472111344337463,0.0,0.6713728904724121,0.6713728904724121,0.7179487347602844,0.4375,0.0003499999875202775
12,0.7207661271095276,0.7993143200874329,0.5886543989181519,0.5092498660087585,1.711761474609375,0.8322851061820984,0.6683501601219177,0.5747663378715515,0.6871820092201233,0.0,0.635553777217865,0.635553777217865,0.698924720287323,0.5078125,0.0003499999875202775
13,0.71875,0.8141443133354187,0.5852468609809875,0.5042176842689514,1.700345754623413,0.8220859169960022,0.6767676472663879,0.5887850522994995,0.6931777000427246,0.0,0.6379138231277466,0.6379138231277466,0.692307710647583,0.5625,0.0003499999875202775
14,0.7318548560142517,0.8087576627731323,0.5826858282089233,0.5079697370529175,1.6974197626113892,0.8293172717094421,0.695286214351654,0.6168224215507507,0.7159338593482971,0.0,0.5978941321372986,0.5978941321372986,0.7555555701255798,0.53125,0.0003499999875202775
15,0.7197580933570862,0.8244251608848572,0.58256596326828,0.48367637395858765,1.6789488792419434,0.8305439352989197,0.6683501601219177,0.6308411359786987,0.7183411717414856,0.0,0.5908733606338501,0.5908733606338501,0.7692307829856873,0.546875,0.0003499999875202775
16,0.7590726017951965,0.8503184914588928,0.5726550817489624,0.4645686745643616,1.6423434019088745,0.8473581075668335,0.7289562225341797,0.6542056202888489,0.7567678093910217,0.0,0.5484193563461304,0.5484193563461304,0.7755101919174194,0.59375,0.0003499999875202775
17,0.7106854915618896,0.8112468719482422,0.5903063416481018,0.5124967694282532,1.7180290222167969,0.8151950836181641,0.6683501601219177,0.6495327353477478,0.7582212686538696,0.0,0.5611615180969238,0.5611615180969238,0.7623762488365173,0.6015625,0.0003499999875202775
18,0.7389112710952759,0.8379651308059692,0.5759850740432739,0.4757649898529053,1.6582844257354736,0.8062157034873962,0.7424242496490479,0.7056074738502502,0.783203125,0.0,0.5554160475730896,0.5554160475730896,0.8651685118675232,0.6015625,0.0003499999875202775
19,0.7520161271095276,0.849988579750061,0.5712841749191284,0.4555324614048004,1.6325581073760986,0.8479999899864197,0.7138047218322754,0.7196261882781982,0.7734374403953552,0.0,0.5542774796485901,0.5542774796485901,0.8207547068595886,0.6796875,0.0003499999875202775
20,0.7530242204666138,0.8414780497550964,0.5767549276351929,0.479290634393692,1.66270911693573,0.8414872884750366,0.7239057421684265,0.6962617039680481,0.7648074626922607,0.0,0.537997305393219,0.537997305393219,0.8539325594902039,0.59375,0.0003499999875202775
21,0.757056474685669,0.8434279561042786,0.5735374689102173,0.47202810645103455,1.65004563331604,0.8508946299552917,0.7205387353897095,0.7289719581604004,0.8023709654808044,0.0,0.534328043460846,0.534328043460846,0.8240740895271301,0.6953125,0.0003499999875202775
22,0.7671371102333069,0.8479434251785278,0.5707212686538696,0.46630141139030457,1.639443278312683,0.8524271845817566,0.7390572428703308,0.7242990732192993,0.8045058250427246,0.0,0.5484047532081604,0.5484047532081604,0.800000011920929,0.71875,0.0003499999875202775
23,0.7560483813285828,0.8467125296592712,0.568821132183075,0.4636510908603668,1.6332039833068848,0.8308270573616028,0.744107723236084,0.7196261882781982,0.8079578280448914,0.0,0.5446469187736511,0.5446469187736511,0.7881355881690979,0.7265625,0.0003499999875202775
24,0.7590726017951965,0.851035475730896,0.5657548308372498,0.4509003162384033,1.6167625188827515,0.8380952477455139,0.7407407164573669,0.7196261882781982,0.8071856498718262,0.0,0.5424672365188599,0.5424672365188599,0.7833333611488342,0.734375,0.0003499999875202775
25,0.7600806355476379,0.8578456044197083,0.5690914392471313,0.45060810446739197,1.6240736246109009,0.8662551641464233,0.7087541818618774,0.6869158744812012,0.7690770030021667,0.0,0.558780312538147,0.558780312538147,0.821052610874176,0.609375,0.0003499999875202775
26,0.7711693644523621,0.860205888748169,0.5671998858451843,0.4435582756996155,1.614554524421692,0.8619329333305359,0.7356902360916138,0.7102803587913513,0.7896984219551086,0.0,0.5760525465011597,0.5760525465011597,0.84375,0.6328125,0.0003499999875202775
27,0.7832661271095276,0.865744948387146,0.5628107190132141,0.43952107429504395,1.6016790866851807,0.8489871025085449,0.7760942578315735,0.7383177280426025,0.8150889873504639,0.0,0.5153722167015076,0.5153722167015076,0.8461538553237915,0.6875,0.0003499999875202775
28,0.7731854915618896,0.8667199611663818,0.5641220808029175,0.4367047846317291,1.602539300918579,0.8500948548316956,0.7542087435722351,0.7196261882781982,0.7902435064315796,0.0,0.5336993932723999,0.5336993932723999,0.8541666865348816,0.640625,0.0003499999875202775
29,0.7711693644523621,0.8591336011886597,0.5636149048805237,0.44138017296791077,1.604926586151123,0.8767967224121094,0.7188552021980286,0.7242990732192993,0.8034610748291016,0.0,0.5376471877098083,0.5376471877098083,0.8165137767791748,0.6953125,0.0003499999875202775
