model,val_acc,val_loss,test_acc,test_loss,int8_method,qat_val_acc,qat_test_acc,tflite_int8_acc,params,size_mb,keras,weights,qat_keras,qat_weights,tflite_float32,tflite_dynamic,tflite_int8
cnn_skip_pool_tf,0.7653758525848389,0.6960839033126831,0.7090908885002136,0.82709139585495,qat_full_int8,0.7699316740036011,0.7227272987365723,0.7272727272727273,14060,0.0536346435546875,outputs_tf/cnn_skip_pool_tf.keras,outputs_tf/checkpoints/cnn_skip_pool_tf.weights.h5,outputs_tf/cnn_skip_pool_tf_qat.keras,outputs_tf/checkpoints/cnn_skip_pool_tf_qat.weights.h5,outputs_tf/tflite/cnn_skip_pool_tf_float32.tflite,outputs_tf/tflite/cnn_skip_pool_tf_dynamic.tflite,outputs_tf/tflite/cnn_skip_pool_tf_int8.tflite
