model,val_acc,val_loss,test_acc,test_loss,int8_method,qat_val_acc,qat_test_acc,tflite_int8_acc,params,size_mb,keras_float32_size_mb,tflite_float32_size_mb,tflite_dynamic_size_mb,tflite_int8_size_mb,keras,weights,qat_keras,qat_weights,tflite_float32,tflite_dynamic,tflite_int8
cnn_skip_pool_tf,0.7617021203041077,0.6726449728012085,0.694915235042572,0.8142077922821045,qat_full_int8,0.7680851221084595,0.7118644118309021,0.7033898305084746,14060,0.0536346435546875,0.22386550903320312,0.05815887451171875,0.02179718017578125,0.02028656005859375,outputs_tf_nuevo/cnn_skip_pool_tf.keras,outputs_tf_nuevo/checkpoints/cnn_skip_pool_tf.weights.h5,outputs_tf_nuevo/cnn_skip_pool_tf_qat.keras,outputs_tf_nuevo/checkpoints/cnn_skip_pool_tf_qat.weights.h5,outputs_tf_nuevo/tflite/cnn_skip_pool_tf_float32.tflite,outputs_tf_nuevo/tflite/cnn_skip_pool_tf_dynamic.tflite,outputs_tf_nuevo/tflite/cnn_skip_pool_tf_int8.tflite
