epoch,accuracy,loss,pr_auc,precision,recall,roc_auc,val_accuracy,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc,learning_rate
11,0.7059961557388306,0.6945361495018005,0.9405456781387329,0.9595375657081604,0.6080586314201355,0.859248697757721,0.8368421196937561,0.4513516128063202,0.9612879157066345,0.9712643623352051,0.747787594795227,0.9347776174545288,0.0006000000284984708
12,0.683430016040802,0.7078521847724915,0.9363829493522644,0.9644513130187988,0.5714285969734192,0.8510907292366028,0.8289473652839661,0.4455893635749817,0.9558943510055542,0.9170984625816345,0.7831858396530151,0.9249511361122131,0.0006000000284984708
13,0.7072856426239014,0.6906628608703613,0.9418220520019531,0.9557142853736877,0.6126373410224915,0.8646205067634583,0.8131579160690308,0.4520178437232971,0.9566782116889954,0.9189189076423645,0.752212405204773,0.9308700561523438,0.0006000000284984708
14,0.6931012272834778,0.688599705696106,0.940702497959137,0.9638554453849792,0.5860806107521057,0.8593125343322754,0.8657894730567932,0.41201260685920715,0.9624714851379395,0.9629629850387573,0.8053097128868103,0.9320049285888672,0.0006000000284984708
15,0.6924564838409424,0.6914981603622437,0.9403194189071655,0.9582712650299072,0.5888278484344482,0.8582441210746765,0.8763157725334167,0.39923858642578125,0.9666393995285034,0.9637305736541748,0.8230088353157043,0.9406964778900146,0.0006000000284984708
16,0.7027723789215088,0.6921311020851135,0.9416873455047607,0.9605839252471924,0.6025640964508057,0.8673408031463623,0.8394736647605896,0.4410031735897064,0.9480442404747009,0.8634361028671265,0.8672566413879395,0.9130846858024597,0.0006000000284984708
17,0.7085751295089722,0.6775970458984375,0.9448353052139282,0.9692082405090332,0.6053113341331482,0.8704292178153992,0.8684210777282715,0.38687407970428467,0.9696028828620911,0.9444444179534912,0.8274336457252502,0.9501781463623047,0.0006000000284984708
18,0.7234042286872864,0.6372033953666687,0.9527335166931152,0.9769784212112427,0.6217948794364929,0.8854203820228577,0.8657894730567932,0.4125005602836609,0.9654521942138672,0.9441624283790588,0.8230088353157043,0.9409263134002686,0.0006000000284984708
19,0.722759485244751,0.6492785811424255,0.9500800967216492,0.9622905254364014,0.6309523582458496,0.8800914883613586,0.8552631735801697,0.41087308526039124,0.9621239900588989,0.9014084339141846,0.8495575189590454,0.9384697079658508,0.0006000000284984708
20,0.7240489721298218,0.6567780375480652,0.9468742609024048,0.9689265489578247,0.6282051205635071,0.8709011077880859,0.8578947186470032,0.3943285048007965,0.9640281200408936,0.9257425665855408,0.8274336457252502,0.9417883157730103,0.0006000000284984708
21,0.7221147418022156,0.6450844407081604,0.9511882066726685,0.9609484076499939,0.6309523582458496,0.8824995756149292,0.8763157725334167,0.38809263706207275,0.9685905575752258,0.9637305736541748,0.8230088353157043,0.9464142322540283,0.0006000000284984708
22,0.7292069792747498,0.6282691955566406,0.9561167359352112,0.9745762944221497,0.6318681240081787,0.8947993516921997,0.8447368144989014,0.40417757630348206,0.9638558030128479,0.9154228568077087,0.8141592741012573,0.9416015148162842,0.0006000000284984708
23,0.7517730593681335,0.6176669001579285,0.9570897817611694,0.9770580530166626,0.66300368309021,0.8949191570281982,0.8763157725334167,0.3731451630592346,0.9704433083534241,0.9452736377716064,0.8407079577445984,0.9502212405204773,0.0003000000142492354
24,0.7388781309127808,0.6181953549385071,0.9565755724906921,0.9790794849395752,0.6428571343421936,0.8932980895042419,0.8736842274665833,0.3742922246456146,0.9689205288887024,0.9449999928474426,0.8362832069396973,0.9469313621520996,0.0003000000142492354
25,0.744036078453064,0.6174874305725098,0.9560790061950684,0.9715061187744141,0.6556776762008667,0.8925808668136597,0.8684210777282715,0.38376158475875854,0.9666098356246948,0.9489796161651611,0.8230088353157043,0.9438283443450928,0.0003000000142492354
26,0.758865237236023,0.604395866394043,0.9589526653289795,0.9748677015304565,0.6749083995819092,0.8987955451011658,0.8578947186470032,0.37550652027130127,0.9695796370506287,0.917475700378418,0.8362832069396973,0.9503074288368225,0.0003000000142492354
27,0.7601547241210938,0.5791148543357849,0.9643452763557434,0.9800000190734863,0.6730769276618958,0.9109347462654114,0.8684210777282715,0.3764433264732361,0.9702643752098083,0.9444444179534912,0.8274336457252502,0.9500201344490051,0.0003000000142492354
28,0.755641520023346,0.6020347476005554,0.9596230387687683,0.9696969985961914,0.6739926934242249,0.9002808928489685,0.8684210777282715,0.36096471548080444,0.9723655581474304,0.9230769276618958,0.8495575189590454,0.953942060470581,0.0003000000142492354
29,0.7569310069084167,0.6094992160797119,0.9587336778640747,0.9824561476707458,0.6666666865348816,0.8992325067520142,0.871052622795105,0.3963349163532257,0.9678895473480225,0.9194312691688538,0.8584070801734924,0.9473336935043335,0.0003000000142492354
30,0.7491940855979919,0.6054712533950806,0.9592618346214294,0.9743589758872986,0.6611721515655518,0.9011787176132202,0.878947377204895,0.3842341899871826,0.9648333787918091,0.949999988079071,0.8407079577445984,0.9400787353515625,0.0003000000142492354
31,0.7530625462532043,0.6006175875663757,0.9600167274475098,0.9758388996124268,0.6657509207725525,0.9006699323654175,0.8736842274665833,0.37485677003860474,0.9689403772354126,0.9405940771102905,0.8407079577445984,0.9478651285171509,0.0003000000142492354
32,0.7601547241210938,0.5947926640510559,0.9608738422393799,0.978723406791687,0.6739926934242249,0.9030221700668335,0.8842105269432068,0.39156627655029297,0.9632241725921631,0.9840425252914429,0.8185840845108032,0.9332261085510254,0.0003000000142492354
33,0.7511283159255981,0.5915052890777588,0.9619617462158203,0.9719251394271851,0.6657509207725525,0.9073256254196167,0.8578947186470032,0.38509440422058105,0.9649966955184937,0.917475700378418,0.8362832069396973,0.9395327568054199,0.0003000000142492354
34,0.7691811919212341,0.5695237517356873,0.9662895202636719,0.9816272854804993,0.6849817037582397,0.9158307313919067,0.8578947186470032,0.3930704891681671,0.96384596824646,0.9215686321258545,0.8318583965301514,0.9399350881576538,0.0001500000071246177
35,0.7601547241210938,0.5825919508934021,0.9646011590957642,0.9749340415000916,0.6767399311065674,0.9131532907485962,0.8657894730567932,0.3861440420150757,0.9652343988418579,0.931034505367279,0.8362832069396973,0.9413573145866394,0.0001500000071246177
36,0.7640231847763062,0.5660036206245422,0.9674991369247437,0.9814323782920837,0.6776556968688965,0.920146107673645,0.8605263233184814,0.3719591498374939,0.9692809581756592,0.9219512343406677,0.8362832069396973,0.9488707780838013,0.0001500000071246177
37,0.7736943960189819,0.5793302059173584,0.9632959365844727,0.9881423115730286,0.6868131756782532,0.9077705144882202,0.8631578683853149,0.3868827521800995,0.9667582511901855,0.9142857193946838,0.8495575189590454,0.9438857436180115,0.0001500000071246177
38,0.7756286263465881,0.5695920586585999,0.9649131298065186,0.9806201457977295,0.6950549483299255,0.9113337397575378,0.8552631735801697,0.37940269708633423,0.9671956896781921,0.9170731902122498,0.8318583965301514,0.9443023800849915,0.0001500000071246177
39,0.7852997779846191,0.5639835596084595,0.9643206596374512,0.98591548204422,0.7051281929016113,0.9088587760925293,0.8605263233184814,0.38180023431777954,0.9670572280883789,0.9219512343406677,0.8362832069396973,0.9442736506462097,7.500000356230885e-05
40,0.7801418304443359,0.5549198985099792,0.9680685997009277,0.9832689762115479,0.6996337175369263,0.9195785522460938,0.8605263233184814,0.38208889961242676,0.9667243361473083,0.9219512343406677,0.8362832069396973,0.9427077770233154,7.500000356230885e-05
41,0.7775628566741943,0.5534237623214722,0.9674486517906189,0.9869621992111206,0.6932234168052673,0.9182448387145996,0.8578947186470032,0.37714898586273193,0.9686650037765503,0.917475700378418,0.8362832069396973,0.9467877149581909,7.500000356230885e-05
42,0.7756286263465881,0.5635279417037964,0.9660689830780029,0.9806201457977295,0.6950549483299255,0.9150207042694092,0.8631578683853149,0.37598681449890137,0.96881502866745,0.9142857193946838,0.8495575189590454,0.9468164443969727,7.500000356230885e-05
