model_name,epoch,train_loss,train_exact_acc,train_label_acc,val_loss,val_exact_acc,val_label_acc
fc_tiny,1,0.9007501971667708,0.2805429848071137,0.6274509785941284,0.7023294312613351,0.30357142431395395,0.6964285714285714
fc_small,1,0.9389445093961862,0.22624434227317705,0.49773754712143636,0.7830125519207546,0.44642857142857145,0.7261904563222613
cnn_tiny,1,0.933361291885376,0.0,0.5279034678213197,0.9255397319793701,0.0,0.5119047675813947
cnn_stride,1,0.9306210368467133,0.004524886877828055,0.6681749764071331,0.9059234091213771,0.0,0.6666666865348816
cnn_small,1,0.9331552208279053,0.0,0.26696832639868984,0.9171601278441293,0.0,0.24999999574252538
