model_name,epoch,train_loss,train_exact_acc,train_label_acc,val_loss,val_exact_acc,val_label_acc
fc_tiny,1,0.9061231182724083,0.23316062176165803,0.5906735652468983,0.720660653056168,0.4634146363269992,0.7235772304418611
fc_small,1,0.9070880649312173,0.17616580310880828,0.5474956823136522,0.7092150086309852,0.31707317109515026,0.6910569115382869
cnn_tiny,1,0.9282857303174666,0.0051813471502590676,0.6666666766522462,1.0129835387555564,0.024390243902439025,0.6666666865348816
cnn_stride,1,0.9301611472287944,0.6113989637305699,0.7426597614980115,1.02783580960297,0.5121951277663068,0.6747967629897885
cnn_small,1,0.9277687724390178,0.0,0.2573402459139651,1.0045821128821955,0.0,0.3252032602705607
