epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
1,0.47883063554763794,0.5069053173065186,0.694242537021637,0.5927711129188538,0.4141414165496826,0.6355140209197998,0.6496639251708984,0.6798332929611206,0.6373626589775085,0.90625,0.000699999975040555
2,0.5786290168762207,0.5998067259788513,0.6832621097564697,0.6698841452598572,0.5841751098632812,0.46261683106422424,0.6815497875213623,0.6981068253517151,0.7599999904632568,0.1484375,0.000699999975040555
3,0.6209677457809448,0.6636719107627869,0.6630744338035583,0.7206477522850037,0.5993266105651855,0.6355140209197998,0.706122875213623,0.6457271575927734,0.719298243522644,0.640625,0.000699999975040555
4,0.6512096524238586,0.6915342807769775,0.6346645355224609,0.7731277346611023,0.5909090638160706,0.644859790802002,0.7264262437820435,0.6031286120414734,0.699999988079071,0.7109375,0.000699999975040555
5,0.6461693644523621,0.6958614587783813,0.6274640560150146,0.7706013321876526,0.5824915766716003,0.5747663378715515,0.7214753031730652,0.6802178621292114,0.7936508059501648,0.390625,0.000699999975040555
6,0.6602822542190552,0.7322026491165161,0.6029216051101685,0.7824175953865051,0.5993266105651855,0.6495327353477478,0.7435956001281738,0.5999864935874939,0.7572815418243408,0.609375,0.000699999975040555
7,0.6612903475761414,0.723789393901825,0.6063107848167419,0.7879464030265808,0.5942760705947876,0.7102803587913513,0.7526798844337463,0.5735335946083069,0.75,0.7734375,0.000699999975040555
8,0.6743951439857483,0.7295061349868774,0.6027087569236755,0.7913978695869446,0.619528591632843,0.6542056202888489,0.7509537935256958,0.6221750378608704,0.8068181872367859,0.5546875,0.000699999975040555
9,0.6643145084381104,0.7418235540390015,0.5888744592666626,0.7806451320648193,0.6111111044883728,0.663551390171051,0.7526798248291016,0.5843891501426697,0.75,0.65625,0.000699999975040555
10,0.6703628897666931,0.7451567649841309,0.5840619802474976,0.79340660572052,0.6077440977096558,0.6542056202888489,0.7619458436965942,0.5827337503433228,0.7647058963775635,0.609375,0.000699999975040555
11,0.6673387289047241,0.751537561416626,0.575459361076355,0.804147481918335,0.5875421166419983,0.65887850522995,0.7702579498291016,0.5892898440361023,0.7835051417350769,0.59375,0.000699999975040555
12,0.6754032373428345,0.7473055124282837,0.5777202844619751,0.807692289352417,0.6010100841522217,0.6682242751121521,0.7685319185256958,0.5658195614814758,0.7714285850524902,0.6328125,0.000699999975040555
13,0.6733871102333069,0.7727484703063965,0.5641787648200989,0.8139534592628479,0.5892255902290344,0.6869158744812012,0.7657612562179565,0.5611129999160767,0.769911527633667,0.6796875,0.000699999975040555
14,0.6754032373428345,0.7676703929901123,0.5586044788360596,0.8192488551139832,0.5875421166419983,0.6822429895401001,0.768940806388855,0.5669716596603394,0.8061224222183228,0.6171875,0.000699999975040555
15,0.6844757795333862,0.7784291505813599,0.5473263263702393,0.799573540687561,0.631313145160675,0.663551390171051,0.7703033685684204,0.5626013278961182,0.7857142686843872,0.6015625,0.000699999975040555
16,0.6864919066429138,0.7867367267608643,0.537025511264801,0.828306257724762,0.6010100841522217,0.6682242751121521,0.76680588722229,0.566978394985199,0.8131868243217468,0.578125,0.000699999975040555
17,0.6784273982048035,0.7901671528816223,0.5349200367927551,0.826603353023529,0.5858585834503174,0.6682242751121521,0.7774345874786377,0.545092761516571,0.7766990065574646,0.625,0.0003499999875202775
18,0.6965726017951965,0.8058685064315796,0.5219598412513733,0.827740490436554,0.6228955984115601,0.663551390171051,0.7696220874786377,0.5601809620857239,0.7978723645210266,0.5859375,0.0003499999875202775
19,0.6955645084381104,0.7972480058670044,0.5259952545166016,0.831818163394928,0.6161616444587708,0.6682242751121521,0.7737554907798767,0.5789386630058289,0.8352941274642944,0.5546875,0.0003499999875202775
20,0.7056451439857483,0.7985085248947144,0.5254703164100647,0.8544601202011108,0.6127946376800537,0.6682242751121521,0.7668967843055725,0.5939477682113647,0.8518518805503845,0.5390625,0.0003499999875202775
21,0.6955645084381104,0.8010210990905762,0.530369222164154,0.8303167223930359,0.6178451180458069,0.663551390171051,0.7790243625640869,0.5444962382316589,0.7799999713897705,0.609375,0.0003499999875202775
22,0.7036290168762207,0.8052594661712646,0.515485405921936,0.8205128312110901,0.6464646458625793,0.6962617039680481,0.7861555218696594,0.545541524887085,0.7943925261497498,0.6640625,0.0003499999875202775
23,0.6995967626571655,0.8074526786804199,0.5200846791267395,0.818965494632721,0.6397306323051453,0.6542056202888489,0.7725744843482971,0.5743482112884521,0.8292682766914368,0.53125,0.0003499999875202775
24,0.7036290168762207,0.8129177093505859,0.5118717551231384,0.8177965879440308,0.6498316526412964,0.65887850522995,0.7863371968269348,0.555180013179779,0.8160919547080994,0.5546875,0.0003499999875202775
25,0.7026209831237793,0.8065601587295532,0.519338071346283,0.8452655673027039,0.6161616444587708,0.672897219657898,0.77225661277771,0.5628172159194946,0.8295454382896423,0.5703125,0.0003499999875202775
26,0.7106854915618896,0.8196580410003662,0.5021228194236755,0.8315334916114807,0.6481481194496155,0.6822429895401001,0.7810229063034058,0.5850998163223267,0.875,0.546875,0.0003499999875202775
27,0.7197580933570862,0.8190531730651855,0.4961928129196167,0.8251028656959534,0.6750841736793518,0.6822429895401001,0.787654459476471,0.5586960315704346,0.8571428656578064,0.5625,0.0003499999875202775
28,0.725806474685669,0.8277329802513123,0.4915808439254761,0.8354166746139526,0.6750841736793518,0.7009345889091492,0.7906067967414856,0.5439494252204895,0.8333333134651184,0.625,0.0003499999875202775
29,0.71875,0.8296914100646973,0.4895263910293579,0.8555305004119873,0.6380471587181091,0.6915887594223022,0.7828397750854492,0.5470772981643677,0.8229166865348816,0.6171875,0.0003499999875202775
30,0.7389112710952759,0.8324683904647827,0.489019513130188,0.8425357937812805,0.6936026811599731,0.7149532437324524,0.7841115593910217,0.5473599433898926,0.8453608155250549,0.640625,0.0003499999875202775
