epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
1,0.7651209831237793,0.8657746315002441,0.43493008613586426,0.8865096569061279,0.6969696879386902,0.7476635575294495,0.8269440531730652,0.4858399033546448,0.8363636136054993,0.71875,9.999999747378752e-05
2,0.7620967626571655,0.8669631481170654,0.44059494137763977,0.862348198890686,0.7171717286109924,0.7242990732192993,0.8241732716560364,0.5055453777313232,0.8709677457809448,0.6328125,9.999999747378752e-05
3,0.78125,0.868553638458252,0.4411989152431488,0.8968421220779419,0.7171717286109924,0.7383177280426025,0.8289880156517029,0.4887143075466156,0.8461538553237915,0.6875,9.999999747378752e-05
4,0.7752016186714172,0.8691965937614441,0.4351755380630493,0.8921775817871094,0.7104377150535583,0.7196261882781982,0.8282158374786377,0.4923259913921356,0.8469387888908386,0.6484375,9.999999747378752e-05
5,0.7540322542190552,0.8603074550628662,0.44451412558555603,0.8600823283195496,0.7037037014961243,0.7383177280426025,0.8270803093910217,0.4951285123825073,0.8529411554336548,0.6796875,9.999999747378752e-05
6,0.7661290168762207,0.8751057386398315,0.4330730438232422,0.8818565607070923,0.7037037014961243,0.7242990732192993,0.8271711468696594,0.49256065487861633,0.8556700944900513,0.6484375,9.999999747378752e-05
7,0.7681451439857483,0.8604470491409302,0.44395312666893005,0.8905579447746277,0.6986532211303711,0.7383177280426025,0.822492778301239,0.49825528264045715,0.8529411554336548,0.6796875,9.999999747378752e-05
8,0.7721773982048035,0.8702096343040466,0.4369635283946991,0.8786008358001709,0.7188552021980286,0.7289719581604004,0.8249000906944275,0.49503350257873535,0.8500000238418579,0.6640625,9.999999747378752e-05
9,0.7620967626571655,0.8685874938964844,0.43518850207328796,0.8668032884597778,0.7121211886405945,0.7242990732192993,0.8266715407371521,0.4969533681869507,0.8556700944900513,0.6484375,4.999999873689376e-05
10,0.7752016186714172,0.8722885847091675,0.43545016646385193,0.9041394591331482,0.6986532211303711,0.7336448431015015,0.824763834476471,0.4964730441570282,0.8659793734550476,0.65625,4.999999873689376e-05
11,0.7620967626571655,0.8682596683502197,0.4396111071109772,0.8841201663017273,0.6936026811599731,0.7289719581604004,0.8259902000427246,0.49398767948150635,0.8645833134651184,0.6484375,4.999999873689376e-05
12,0.7832661271095276,0.870516300201416,0.4396977722644806,0.8828282952308655,0.7356902360916138,0.7196261882781982,0.8260810375213623,0.49327996373176575,0.8399999737739563,0.65625,4.999999873689376e-05
13,0.7852822542190552,0.8837813138961792,0.4205557405948639,0.8817635178565979,0.7407407164573669,0.7196261882781982,0.8264898657798767,0.49556681513786316,0.8541666865348816,0.640625,4.999999873689376e-05
14,0.7691532373428345,0.871910035610199,0.4289546608924866,0.894168496131897,0.6969696879386902,0.7242990732192993,0.8264444470405579,0.49543333053588867,0.8556700944900513,0.6484375,2.499999936844688e-05
15,0.7671371102333069,0.8696767091751099,0.432222455739975,0.8742268085479736,0.7138047218322754,0.7336448431015015,0.827307403087616,0.4943615198135376,0.8585858345031738,0.6640625,2.499999936844688e-05
16,0.7671371102333069,0.8656138181686401,0.4423064589500427,0.872689962387085,0.7154881954193115,0.7429906725883484,0.8258084654808044,0.49614521861076355,0.868686854839325,0.671875,2.499999936844688e-05
17,0.7661290168762207,0.8690675497055054,0.4368402063846588,0.8818565607070923,0.7037037014961243,0.7336448431015015,0.8259447813034058,0.4976500868797302,0.8659793734550476,0.65625,2.499999936844688e-05
